StockCode,Description,TotalSales,Total_Quantity,Unique_Customers,Total_Transactions,Avg_Price
21066,VINTAGE RED MUG,656.37,687,32,41,0.9554148471615721
21067,VINTAGE RED TEATIME MUG,246.88,201,30,41,1.2282587064676618
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1637.71,1535,81,125,1.066912052117264
21069,VINTAGE BILLBOARD TEA MUG,2047.8000000000002,1867,35,51,1.096839850026781
21070,VINTAGE BILLBOARD MUG ,1058.54,1032,51,77,1.0257170542635659
21071,VINTAGE BILLBOARD DRINK ME MUG,1020.98,845,72,107,1.2082603550295858
21078,SET/20 STRAWBERRY PAPER NAPKINS ,1972.73,2483,148,201,0.7944945630285944
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9649.99,12305,427,732,0.7842332385209264
21084,SET/6 COLLAGE PAPER CUPS,463.85,2199,90,103,0.2109367894497499
21086,SET/6 RED SPOTTY PAPER CUPS,3999.09,6573,167,285,0.6084116841624829
21087,SET/6 POSIES PAPER CUPS,62.120000000000005,126,10,10,0.4930158730158731
21088,SET/6 FRUIT SALAD PAPER CUPS,345.42,1576,67,74,0.2191751269035533
21089,SET/6 GREEN SPRING PAPER CUPS,45.730000000000004,231,23,24,0.19796536796536798
21090,SET/6 COLLAGE PAPER PLATES,704.26,1664,98,116,0.4232331730769231
21094,SET/6 RED SPOTTY PAPER PLATES,5496.53,7351,179,325,0.747725479526595
21095,SET/6 POSIES PAPER PLATES,80.75,95,9,9,0.85
21096,SET/6 FRUIT SALAD  PAPER PLATES,479.25,1143,63,70,0.41929133858267714
21098,CHRISTMAS TOILET ROLL,3665.05,3164,115,163,1.1583596713021493
21100,CHARLIE AND LOLA CHARLOTTE BAG,70.95,43,7,8,1.6500000000000001
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,530.95,193,30,34,2.751036269430052
21107,CREAM SLICE FLANNEL PINK SPOT ,2209.95,837,48,62,2.640322580645161
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,17291.57,10070,160,192,1.717137040714995
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2082.15,829,51,64,2.511640530759952
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",47.25,7,4,4,6.75
21110,LARGE CAKE TOWEL PINK SPOTS,2288.3,774,62,78,2.9564599483204135
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1290.3,788,46,50,1.6374365482233502
21112,SWISS ROLL TOWEL PINK  SPOTS,1782.1799999999998,666,21,27,2.6759459459459456
21112,"SWISS ROLL TOWEL, PINK  SPOTS",769.65,579,18,19,1.3292746113989637
21114,LAVENDER SCENTED FABRIC HEART,1674.03,1327,105,128,1.2615146948003013
21115,ROSE CARAVAN DOORSTOP,2567.61,519,104,129,4.947225433526012
21116,OWL DOORSTOP,2339.19,489,81,117,4.783619631901841
21117,BLOND DOLL DOORSTOP,141.75,109,11,14,1.3004587155963303
21121,SET/10 RED POLKADOT PARTY CANDLES,7794.18,6498,238,336,1.1994736842105265
21122,SET/10 PINK POLKADOT PARTY CANDLES,6346.08,5251,214,304,1.2085469434393448
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1213.31,973,66,97,1.246978417266187
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4793.34,3966,180,227,1.2086081694402422
21125,SET 6 FOOTBALL CELEBRATION CANDLES,743.75,595,59,67,1.25
21126,SET OF 6 GIRLS CELEBRATION CANDLES,604.19,487,57,67,1.2406365503080083
21128,GOLD FISHING GNOME,284.16,47,12,16,6.0459574468085115
21129,SILVER FISHING GNOME ,332.3,45,13,20,7.384444444444445
21131,GOLD STANDING GNOME,290.25,93,11,17,3.120967741935484
21132,SILVER STANDING GNOME   ,142.75,35,13,16,4.078571428571428
21135,VICTORIAN  METAL POSTCARD SPRING,2973.55,2707,122,162,1.0984669375692648
21136,PAINTED METAL PEARS ASSORTED,7454.22,4454,259,352,1.673601257296812
21137,BLACK RECORD COVER FRAME,39045.8,11401,140,313,3.4247697570388564
21143,ANTIQUE GLASS HEART DECORATION ,575.25,295,26,26,1.95
21145,ANTIQUE GLASS PLACE SETTING,152.5,122,8,8,1.25
21147,JINGLE BELLS TREE DECORATION,200.94,89,11,21,2.257752808988764
21154,RED RETROSPOT OVEN GLOVE ,3750.38,3186,175,262,1.177143753923415
21155,RED RETROSPOT PEG BAG,5874.95,2458,205,354,2.39013425549227
21156,RETROSPOT CHILDRENS APRON,5585.92,3038,202,292,1.8386833443054642
21157,RED RETROSPOT WASHBAG,100.80000000000001,48,12,14,2.1
21158,MOODY GIRL DOOR HANGER ,684.9599999999999,1422,103,146,0.48168776371308014
21159,MOODY BOY  DOOR HANGER ,542.36,1108,73,108,0.48949458483754515
21161,KEEP OUT BOYS DOOR HANGER ,188.5,130,25,34,1.45
21162,TOXIC AREA  DOOR HANGER ,695.23,1413,98,137,0.4920240622788394
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,599.79,1171,86,110,0.512203245089667
21164,HOME SWEET HOME METAL SIGN ,4844.72,1712,166,246,2.8298598130841124
21165,BEWARE OF THE CAT METAL SIGN ,6401.93,4025,178,359,1.5905416149068323
21166,COOK WITH WINE METAL SIGN ,20232.13,10169,287,602,1.9895889467990955
21167,WHITE SAGE INCENSE,264.6,1260,20,25,0.21000000000000002
21169,YOU'RE CONFUSING ME METAL SIGN ,6743.98,4270,191,342,1.5793864168618266
21171,BATHROOM METAL SIGN ,566.8,424,43,60,1.3367924528301887
21172,PARTY METAL SIGN ,4701.0199999999995,3330,236,371,1.4117177177177176
21174,POTTERING IN THE SHED METAL SIGN,8364.64,3922,225,371,2.132748597654258
21175,GIN + TONIC DIET METAL SIGN,24944.88,11501,330,655,2.1689313972698026
21175,GIN AND TONIC DIET METAL SIGN,1118.46,474,34,37,2.359620253164557
21179,NO JUNK MAIL METAL SIGN,1019.59,1783,122,166,0.5718395961862031
21181,PLEASE ONE PERSON METAL SIGN,23865.820000000003,11932,361,694,2.0001525310090518
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,522.0,328,30,33,1.5914634146341464
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,838.5000000000001,294,27,33,2.852040816326531
21189,WHITE HONEYCOMB PAPER GARLAND ,272.25,165,27,29,1.65
21190,PINK HEARTS PAPER GARLAND,245.20000000000002,168,6,7,1.4595238095238097
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,788.0400000000001,394,38,44,2.0001015228426398
21192,WHITE BELL HONEYCOMB PAPER ,1390.1999999999998,924,32,39,1.5045454545454544
21194,PINK  HONEYCOMB PAPER FAN,364.6,436,37,41,0.8362385321100918
21195,PINK  HONEYCOMB PAPER BALL ,607.86,417,21,24,1.4576978417266186
21196,ROUND WHITE CONFETTI IN TUBE,146.84999999999997,89,9,9,1.6499999999999997
21197,MULTICOLOUR  CONFETTI IN TUBE,322.71,243,13,13,1.3280246913580247
21198,WHITE HEART CONFETTI IN TUBE,929.9099999999999,963,47,50,0.965638629283489
21199,PINK  HEART CONFETTI IN TUBE,766.56,864,45,48,0.8872222222222221
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1272.8999999999999,1010,33,39,1.26029702970297
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2672.25,1175,44,72,2.2742553191489363
21202,DOLLY HONEYCOMB GARLAND,403.2,448,20,20,0.9
21204,DAISIES  HONEYCOMB GARLAND ,691.3499999999999,419,44,51,1.6499999999999997
21205,MULTICOLOUR 3D BALLS GARLAND,532.9499999999999,209,43,48,2.55
21206,STRAWBERRY HONEYCOMB  GARLAND ,1446.6,1220,55,75,1.1857377049180327
21207,SKULL AND CROSSBONES  GARLAND ,1532.2499999999998,981,74,84,1.5619266055045868
21208,PASTEL COLOUR HONEYCOMB FAN,531.6899999999999,873,50,56,0.6090378006872852
21209,MULTICOLOUR HONEYCOMB FAN,669.12,1142,48,57,0.5859194395796847
21210,SET OF 72 RETROSPOT PAPER  DOILIES,7943.0199999999995,5677,244,365,1.3991580059890787
21211,SET OF 72 SKULL PAPER  DOILIES,1143.35,815,58,66,1.402883435582822
21212,PACK OF 72 RETROSPOT CAKE CASES,16381.880000000001,33670,635,1029,0.48654232254232255
21213,PACK OF 72 SKULL CAKE CASES,6855.46,14302,295,499,0.4793357572367501
21215,IVORY PAPER CUP CAKE CASES ,460.70000000000005,866,51,63,0.531986143187067
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",8330.12,1836,150,241,4.537102396514162
21217,RED RETROSPOT ROUND CAKE TINS,9178.3,974,167,257,9.42330595482546
21218,RED SPOTTY BISCUIT TIN,7071.2,2058,130,203,3.4359572400388725
21219,SET/4 BADGES BALLOON GIRL,408.59,323,35,42,1.264984520123839
21220,SET/4 BADGES DOGS,299.56,229,34,41,1.308122270742358
21221,SET/4 BADGES CUTE CREATURES,262.14,201,24,24,1.3041791044776119
21222,SET/4 BADGES BEETLES,252.18,194,26,35,1.299896907216495
21224,SET/4 SKULL BADGES,913.7,734,58,81,1.2448228882833787
21226,POCKET MIRROR WOODLAND,10.0,8,4,4,1.25
21228,"POCKET MIRROR ""GLAMOROUS""",6.25,5,2,2,1.25
21231,SWEETHEART CERAMIC TRINKET BOX,6864.610000000001,5748,215,381,1.1942606123869173
21232,STRAWBERRY CERAMIC TRINKET BOX,10883.02,9318,296,507,1.1679566430564499
21232,STRAWBERRY CERAMIC TRINKET POT,1312.04,1036,57,75,1.2664478764478764
21238,RED RETROSPOT CUP,2822.41,3519,160,277,0.8020488775220233
21239,PINK  POLKADOT CUP,2049.7,2572,141,201,0.7969284603421461
21240,BLUE POLKADOT CUP,2484.53,3153,149,215,0.7879892166190929
21242,RED RETROSPOT PLATE ,4855.91,3071,148,222,1.5812145880820578
21243,PINK  POLKADOT PLATE ,3010.71,1911,95,130,1.5754631083202513
21243,PINK POLKADOT PLATE ,318.34,202,18,18,1.5759405940594058
21244,BLUE POLKADOT PLATE ,3359.47,2131,107,147,1.5764758329422806
21245,GREEN POLKADOT PLATE ,1618.03,1011,72,100,1.600425321463897
21246,RED RETROSPOT BIG BOWL,849.45,175,33,39,4.854
21248,DOOR HANGER  MUM + DADS ROOM,271.15,187,45,52,1.45
21249,WOODLAND  HEIGHT CHART STICKERS ,1874.4,672,68,79,2.7892857142857146
21250,SET OF SKULL WALL STICKERS,257.0,92,15,17,2.7934782608695654
21251,DINOSAUR HEIGHT CHART STICKER SET,486.75000000000006,165,32,35,2.95
21253,SET OF PICTURE FRAME  STICKERS,189.59000000000003,65,14,16,2.9167692307692312
21257,VICTORIAN SEWING BOX MEDIUM,3727.44,488,100,152,7.638196721311475
21258,VICTORIAN SEWING BOX LARGE,5014.23,425,61,106,11.798188235294116
21259,VICTORIAN SEWING BOX SMALL ,6402.360000000001,1123,133,237,5.701121994657169
21260,FIRST AID TIN,3530.35,1129,104,148,3.1269707705934455
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,520.6500000000001,167,24,27,3.1176646706586832
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,781.7500000000001,265,43,50,2.9500000000000006
21263,GREEN GOOSE FEATHER TREE 60CM,313.95,161,32,36,1.95
21264,WHITE GOOSE FEATHER TREE 60CM ,495.29999999999995,254,37,42,1.9499999999999997
21265,PINK GOOSE FEATHER TREE 60CM,249.59999999999997,128,15,16,1.9499999999999997
21268,VINTAGE BLUE TINSEL REEL,0.84,2,1,1,0.42
21269,ANTIQUE CREAM CUTLERY SHELF ,238.0,28,17,18,8.5
21270,ANTIQUE CREAM CUTLERY CUPBOARD,178.5,14,12,13,12.75
21272,SALLE DE BAIN HOOK,653.8199999999999,498,49,60,1.3128915662650602
21275,ZINC TOP  2 DOOR WOODEN SHELF ,169.5,10,9,9,16.95
21277,FRENCH STYLE EMBOSSED HEART CABINET,485.9,23,19,20,21.12608695652174
21278,VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7,7,2.55
21279,VINTAGE KITCHEN PRINT FRUITS,165.75,65,12,12,2.55
21280,VINTAGE KITCHEN PRINT VEGETABLES,165.75,65,12,12,2.55
21281,VINTAGE KITCHEN PRINT SEAFOOD,89.24999999999999,35,6,6,2.5499999999999994
21284,RETROSPOT CANDLE  SMALL,311.84000000000003,384,24,25,0.8120833333333334
21285,RETROSPOT CANDLE  MEDIUM,357.62,350,26,33,1.0217714285714286
21286,RETROSPOT CANDLE  LARGE,279.37,255,17,18,1.0955686274509804
21287,SCENTED VELVET LOUNGE CANDLE ,755.13,1788,47,54,0.4223322147651007
21288,STRIPEY CHOCOLATE NESTING BOXES,707.95,253,33,40,2.798221343873518
21289,LARGE STRIPES CHOCOLATE GIFT BAG,553.75,443,19,19,1.25
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,782.0,920,32,40,0.85
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,591.25,865,25,26,0.6835260115606936
21293,MIRRORED DOVE WALL DECORATION,214.13000000000002,101,14,18,2.1200990099009904
21294,ETCHED GLASS COASTER,722.88,1536,46,58,0.470625
21306,SET/4 DAISY MIRROR MAGNETS,166.27999999999997,486,35,36,0.3421399176954732
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.199999999999996,79,11,13,0.49620253164556954
21310,CAPIZ CHANDELIER,29.95,1,1,1,29.95
21311,SET/4 BIRD MIRROR MAGNETS ,158.23,452,40,44,0.3500663716814159
21313,GLASS HEART T-LIGHT HOLDER ,2097.71,2828,96,129,0.7417644978783593
21314,SMALL GLASS HEART TRINKET POT,7399.960000000001,3664,215,342,2.0196397379912665
21316,SMALL CHUNKY GLASS ROMAN  BOWL,153.64000000000001,148,9,9,1.0381081081081083
21317,GLASS SPHERE CANDLE STAND MEDIUM,510.75,95,23,26,5.376315789473685
21318,GLASS CHALICE BLUE SMALL ,369.0,678,38,40,0.5442477876106194
21319,GLASS CHALICE GREEN  SMALL ,129.51,147,12,12,0.8810204081632652
21320,GLASS CHALICE GREEN  LARGE ,309.66,186,10,11,1.6648387096774195
21324,HANGING MEDINA LANTERN SMALL,203.55,69,20,20,2.95
21326,AGED GLASS SILVER T-LIGHT HOLDER,6052.0,10040,168,277,0.6027888446215139
21327,SKULLS WRITING SET ,887.6999999999999,538,99,145,1.65
21328,BALLOONS  WRITING SET ,1253.9499999999998,755,135,187,1.6608609271523176
21329,DINOSAURS  WRITING SET ,975.0999999999999,586,120,168,1.6639931740614333
21331,MOROCCAN BEATEN METAL DISH LARGE,140.25,11,7,7,12.75
21332,MOROCCAN BEATEN METAL MIRROR,143.3,14,8,8,10.235714285714286
21333,CLASSIC WHITE FRAME,162.25,55,15,15,2.95
21336,GOLD WASHBAG,23.6,8,3,3,2.95
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,10123.16,925,179,260,10.943956756756757
21344,MOROCCAN BEATEN METAL DISH,139.29999999999998,14,5,5,9.95
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,355.65,139,5,5,2.5586330935251795
21349,IVY HEART WREATH,81.0,12,7,7,6.75
21351,CINAMMON & ORANGE WREATH,654.55,101,27,31,6.4806930693069305
21352,EUCALYPTUS & PINECONE  WREATH,1118.65,311,35,37,3.596945337620579
21354,TOAST ITS - BEST MUM,885.95,751,55,68,1.179693741677763
21355,TOAST ITS - I LOVE YOU ,955.4,772,95,107,1.237564766839378
21356,TOAST ITS - FAIRY FLOWER,361.9,303,37,53,1.1943894389438943
21357,TOAST ITS - DINOSAUR,23.75,19,9,10,1.25
21358,TOAST ITS - HAPPY BIRTHDAY,408.75,327,54,59,1.25
21359,RELAX LARGE WOOD LETTERS,743.7,126,22,26,5.902380952380953
21360,JOY LARGE WOOD LETTERS,194.15,37,14,14,5.2472972972972975
21361,LOVE LARGE WOOD LETTERS ,1127.85,91,42,54,12.393956043956043
21363,HOME SMALL WOOD LETTERS,1024.65,207,67,90,4.95
21364,PEACE SMALL WOOD LETTERS,168.75,25,19,21,6.75
21365,MIRRORED WALL ART STARS,360.0,348,35,42,1.0344827586206897
21366,MIRRORED WALL ART PHOTO FRAMES,102.0,24,9,10,4.25
21367,MIRRORED WALL ART GENTS,159.51,163,29,35,0.9785889570552146
21368,MIRRORED WALL ART LADIES,128.4,160,25,30,0.8025
21369,MIRRORED WALL ART SPLODGES,142.5,98,12,13,1.4540816326530612
21370,MIRRORED WALL ART FOXY,88.2,15,7,8,5.88
21371,MIRRORED WALL ART POPPIES,274.65,275,27,32,0.9987272727272727
21372,MIRRORED WALL ART TABLE LAMP,75.73,67,18,25,1.1302985074626866
21373,MIRRORED WALL ART SNOWFLAKES,380.25,507,41,45,0.75
21374,MIRRORED WALL ART SKULLS,400.0,294,37,40,1.3605442176870748
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,107.30000000000001,22,9,10,4.877272727272728
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,149.65,29,13,13,5.160344827586207
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,123.20999999999998,93,18,19,1.3248387096774192
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,175.04999999999998,129,21,22,1.3569767441860463
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,155.61,141,22,23,1.1036170212765959
21380,WOODEN HAPPY BIRTHDAY GARLAND,5901.3,2090,138,232,2.8235885167464114
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2726.31,1695,88,138,1.6084424778761062
21382,SET/4 SPRING FLOWER DECORATION,1151.8,1040,64,93,1.1075
21383,PACK OF 12 STICKY BUNNIES,497.25000000000006,765,75,77,0.65
21385,IVORY HANGING DECORATION  HEART,2952.54,3558,153,205,0.829831365935919
21386,IVORY HANGING DECORATION  EGG,253.01,689,42,46,0.3672133526850508
21389,IVORY HANGING DECORATION  BIRD,862.75,1015,81,94,0.85
21390,FILIGRIS HEART WITH BUTTERFLY,4540.38,3778,120,174,1.2017946003176283
21391,FRENCH LAVENDER SCENT HEART,846.6,965,69,75,0.8773056994818653
21392,RED POLKADOT PUDDING BOWL,38.13,32,5,6,1.1915625
21393,BLUE POLKADOT PUDDING BOWL,38.67,29,7,7,1.333448275862069
21394,RED POLKADOT BEAKER ,1538.62,3822,88,114,0.40256933542647827
21395,BLUE POLKADOT BEAKER ,1094.34,2806,63,78,0.38999999999999996
21397,BLUE POLKADOT EGG CUP ,445.26,1016,43,44,0.438248031496063
21398,RED POLKADOT COFFEE  MUG,642.75,1499,43,49,0.42878585723815876
21399,BLUE POLKADOT COFFEE MUG,826.14,2035,50,62,0.40596560196560194
21400,RED PUDDING SPOON,109.74,837,42,48,0.1311111111111111
21401,BLUE PUDDING SPOON,132.29999999999998,1010,48,58,0.13099009900990097
21402,RED  EGG  SPOON,155.4,1290,54,61,0.12046511627906978
21403,BLUE EGG  SPOON,258.71999999999997,1718,58,71,0.15059371362048893
21407,BROWN CHECK CAT DOORSTOP ,965.0,233,79,94,4.141630901287554
21408,SPOTTY PINK DUCK DOORSTOP,752.51,221,50,65,3.4050226244343893
21411,GINGHAM HEART  DOORSTOP RED,2371.2599999999998,714,147,185,3.3210924369747894
21413,PERIWINKLE T-LIGHT HOLDER,45.0,36,8,10,1.25
21414,SCALLOP SHELL SOAP DISH,2.1,1,1,1,2.1
21415,CLAM SHELL SMALL ,375.73,202,25,30,1.860049504950495
21416,CLAM SHELL LARGE,18.75,5,4,4,3.75
21417,COCKLE SHELL DISH,420.88,289,24,32,1.4563321799307958
21418,STARFISH SOAP DISH,115.25,59,11,12,1.9533898305084745
21420,OYSTER TRINKET BOX,83.87,47,12,13,1.784468085106383
21421,PORCELAIN ROSE LARGE ,345.14,298,11,13,1.1581879194630873
21422,PORCELAIN ROSE SMALL,1218.36,1560,32,46,0.7809999999999999
21424,WOODLAND STORAGE BOX LARGE ,612.05,227,19,22,2.6962555066079292
21425,SKULLS STORAGE BOX LARGE,188.05,67,12,16,2.806716417910448
21426,WOODLAND STORAGE BOX SMALL,411.30000000000007,213,15,17,1.930985915492958
21427,SKULLS STORAGE BOX SMALL,161.70000000000002,77,21,25,2.1
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4259.3,1098,117,182,3.8791438979963573
21429,RED GINGHAM ROSE JEWELLERY BOX,2917.2,1612,147,217,1.8096774193548386
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,9401.82,2698,186,319,3.484736842105263
21439,BASKET OF TOADSTOOLS,1574.98,1322,51,77,1.1913615733736762
21441,BLUE BIRDHOUSE DECORATION,223.3,376,34,38,0.5938829787234042
21442,GREEN BIRDHOUSE DECORATION,229.45999999999998,386,31,36,0.5944559585492227
21445,12 PINK ROSE PEG PLACE SETTINGS,267.5,214,17,21,1.25
21446,12 RED ROSE PEG PLACE SETTINGS,490.0,392,47,75,1.25
21447,12 IVORY ROSE PEG PLACE SETTINGS,936.25,749,56,91,1.25
21448,12 DAISY PEGS IN WOOD BOX,531.3,322,46,62,1.65
21452,TOADSTOOL MONEY BOX,2140.15,745,109,133,2.8726845637583893
21454,PAINTED PINK RABBIT ,269.45,317,41,43,0.85
21455,PAINTED YELLOW WOODEN DAISY,230.35,271,32,32,0.85
21456,2 PICTURE BOOK EGGS EASTER CHICKS,201.25,161,17,19,1.25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,143.75,115,15,16,1.25
21458,2 PICTURE BOOK EGGS EASTER BUNNY,197.5,158,18,19,1.25
21459,YELLOW EASTER EGG HUNT START POST,146.25,75,16,18,1.95
21460,GREEN EASTER EGG HUNT START POST,50.699999999999996,26,9,9,1.9499999999999997
21461,BLUE EASTER EGG HUNT START POST,15.6,8,4,4,1.95
21462,"NURSERY A,B,C PAINTED LETTERS",859.2,192,57,67,4.4750000000000005
21463,MIRRORED DISCO BALL ,3393.4,642,77,129,5.285669781931464
21464,DISCO BALL ROTATOR BATTERY OPERATED,1034.0,244,57,102,4.237704918032787
21465,PINK FLOWER CROCHET FOOD COVER,727.46,193,55,63,3.7692227979274615
21466,RED FLOWER CROCHET FOOD COVER,982.49,267,71,91,3.6797378277153556
21467,CHERRY CROCHET FOOD COVER,813.67,215,58,78,3.7845116279069764
21468,BUTTERFLY CROCHET FOOD COVER,468.67,123,43,50,3.8103252032520327
21469,POLKA DOT RAFFIA FOOD COVER,941.21,250,57,71,3.76484
21470,FLOWER VINE RAFFIA FOOD COVER,1271.13,336,77,114,3.7831250000000005
21471,STRAWBERRY RAFFIA FOOD COVER,1695.15,493,77,92,3.4384381338742394
21472,LADYBIRD + BEE RAFFIA FOOD COVER,446.25,119,29,33,3.75
21473,SWEETHEART CREAM STEEL TABLE RECT,438.9,22,16,18,19.95
21476,STEEL SWEETHEART ROUND TABLE CREAM,463.45,31,14,18,14.95
21479,WHITE SKULL HOT WATER BOTTLE ,10215.47,2699,252,378,3.7849092256391255
21481,FAWN BLUE HOT WATER BOTTLE,9196.050000000001,2919,253,379,3.1504110996916754
21484,CHICK GREY HOT WATER BOTTLE,5770.27,1545,205,282,3.734802588996764
21485,RETROSPOT HEART HOT WATER BOTTLE,15827.18,3326,371,533,4.7586229705351775
21486,PINK HEART DOTS HOT WATER BOTTLE,30.0,8,4,4,3.75
21488,RED WHITE SCARF  HOT WATER BOTTLE,11.850000000000001,3,2,2,3.9500000000000006
21494,ROTATING LEAVES T-LIGHT HOLDER,1617.23,1222,79,126,1.323428805237316
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,102,165,0.40620689655172415
21497,FANCY FONTS BIRTHDAY WRAP,3409.0,8550,177,230,0.3987134502923977
21498,RED RETROSPOT WRAP ,4310.24,10522,238,335,0.4096407527086105
21499,BLUE POLKADOT WRAP,2798.0,6900,175,215,0.40550724637681157
21500,PINK POLKADOT WRAP ,2593.0,6350,162,213,0.40834645669291336
21503,TOYBOX  WRAP ,288.92,726,22,23,0.3979614325068871
21504,SKULLS GREETING CARD,753.12,1860,74,96,0.4049032258064516
21506,"FANCY FONT BIRTHDAY CARD, ",1895.76,4704,171,250,0.40301020408163263
21507,ELEPHANT BIRTHDAY CARD ,449.88,1080,63,72,0.41655555555555557
21507,"ELEPHANT, BIRTHDAY CARD, ",859.08,2114,95,126,0.40637653736991486
21508,VINTAGE KID DOLLY CARD ,966.07,2381,108,145,0.40574128517429653
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,1444.75,3581,142,203,0.4034487573303546
21518,BANK ACCOUNT  GREETING  CARD ,106.97999999999999,265,16,17,0.4036981132075471
21519,GIN & TONIC DIET GREETING CARD ,1320.9,3217,100,191,0.4105999378302767
21520,BOOZE & WOMEN GREETING CARD ,187.62,457,29,33,0.41054704595186
21523,DOORMAT FANCY FONT HOME SWEET HOME,19149.07,3087,203,397,6.203132491091675
21524,DOORMAT SPOTTY HOME SWEET HOME,12055.32,1657,251,405,7.275389257694629
21527,RED RETROSPOT TRADITIONAL TEAPOT ,3508.8,464,95,133,7.562068965517242
21528,DAIRY MAID TRADITIONAL TEAPOT ,1209.2,176,62,86,6.870454545454546
21530,DAIRY MAID TOASTRACK,690.12,756,64,83,0.9128571428571428
21531,RED RETROSPOT SUGAR JAM BOWL,3448.95,1469,143,206,2.3478216473791695
21533,RETROSPOT LARGE MILK JUG,6217.650000000001,1307,209,310,4.7571920428462136
21534,DAIRY MAID LARGE MILK JUG,1563.75,321,94,124,4.871495327102804
21535,RED RETROSPOT SMALL MILK JUG,5804.7,2450,204,310,2.369265306122449
21537,RED RETROSPOT PUDDING BOWL,1337.5,326,50,57,4.102760736196319
21538,DAIRY MAID  PUDDING BOWL,18.75,5,2,2,3.75
21539,RED RETROSPOT BUTTER DISH,4414.8,936,123,211,4.716666666666667
21544,SKULLS  WATER TRANSFER TATTOOS ,1519.85,1869,80,113,0.8131888710540396
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,212.40000000000003,72,13,16,2.9500000000000006
21555,CERAMIC STRAWBERRY TRINKET TRAY,140.25,55,11,12,2.55
21556,CERAMIC STRAWBERRY MONEY BOX,1859.3999999999999,804,38,47,2.312686567164179
21557,SET OF 6 FUNKY BEAKERS,854.0400000000001,300,26,51,2.8468000000000004
21558,SKULL LUNCH BOX WITH CUTLERY ,4609.5,1940,167,265,2.3760309278350515
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,8721.89,3711,233,426,2.350280247911614
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2868.7799999999997,1227,116,167,2.338044009779951
21562,HAWAIIAN GRASS SKIRT ,368.35,319,20,25,1.1547021943573668
21563,RED HEART SHAPE LOVE BUCKET ,2591.02,1358,95,134,1.9079675994108984
21564,PINK  HEART SHAPE LOVE BUCKET ,1686.5200000000002,1016,63,103,1.6599606299212601
21576,LETS GO SHOPPING COTTON TOTE BAG,403.67,177,40,46,2.2806214689265536
21577,SAVE THE PLANET COTTON TOTE BAG,1235.25,549,94,116,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,1311.75,583,68,82,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,342.0,152,30,32,2.25
21580,RABBIT  DESIGN  COTTON TOTE BAG,202.5,90,21,24,2.25
21581,SKULLS  DESIGN  COTTON TOTE BAG,371.25,165,33,40,2.25
21584,RETROSPOT SMALL TUBE MATCHES,1743.35,1059,119,146,1.646222851746931
21586,KINGS CHOICE GIANT TUBE MATCHES,1691.25,731,54,66,2.313611491108071
21587,COSY HOUR GIANT TUBE MATCHES,475.65,195,25,26,2.439230769230769
21588,RETROSPOT GIANT TUBE MATCHES,3442.5,1494,99,132,2.3042168674698793
21591,COSY HOUR CIGAR BOX MATCHES ,1451.39,1183,114,143,1.22687235841082
21592,RETROSPOT CIGAR BOX MATCHES ,2135.32,2138,156,210,0.9987464920486436
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2069.2,760,59,73,2.722631578947368
